idx,id,datetime,platform,cloud,collection_category,processing_level,has_lwir11,has_qa_pixel,date,month,out_file,out_exists
754,LC09_L2SP_197025_20220503_02_T1,2022-05-03T10:27:47.968725Z,landsat-9,12.87,T1,NA,TRUE,TRUE,2022-05-03,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220503_lc09_l2sp_197025_20220503_02_t1_LST_C.tif,TRUE
755,LC09_L2SP_197024_20220503_02_T1,2022-05-03T10:27:24.090417Z,landsat-9,27.19,T1,NA,TRUE,TRUE,2022-05-03,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220503_lc09_l2sp_197024_20220503_02_t1_LST_C.tif,TRUE
748,LC08_L2SP_197025_20220511_02_T1,2022-05-11T10:27:58.504933Z,landsat-8,3.26,T1,NA,TRUE,TRUE,2022-05-11,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220511_lc08_l2sp_197025_20220511_02_t1_LST_C.tif,TRUE
749,LC08_L2SP_197024_20220511_02_T1,2022-05-11T10:27:34.618129Z,landsat-8,4.24,T1,NA,TRUE,TRUE,2022-05-11,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220511_lc08_l2sp_197024_20220511_02_t1_LST_C.tif,TRUE
746,LC09_L2SP_196025_20220512_02_T1,2022-05-12T10:21:31.499369Z,landsat-9,25.22,T1,NA,TRUE,TRUE,2022-05-12,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220512_lc09_l2sp_196025_20220512_02_t1_LST_C.tif,TRUE
729,LC08_L2SP_197025_20220612_02_T1,2022-06-12T10:28:13.050259Z,landsat-8,7.44,T1,NA,TRUE,TRUE,2022-06-12,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220612_lc08_l2sp_197025_20220612_02_t1_LST_C.tif,TRUE
721,LC08_L2SP_197025_20220628_02_T1,2022-06-28T10:28:18.822451Z,landsat-8,24.94,T1,NA,TRUE,TRUE,2022-06-28,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220628_lc08_l2sp_197025_20220628_02_t1_LST_C.tif,TRUE
722,LC08_L2SP_197024_20220628_02_T1,2022-06-28T10:27:54.939883Z,landsat-8,8.64,T1,NA,TRUE,TRUE,2022-06-28,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220628_lc08_l2sp_197024_20220628_02_t1_LST_C.tif,TRUE
703,LC08_L2SP_196025_20220723_02_T1,2022-07-23T10:22:13.264964Z,landsat-8,22.87,T1,NA,TRUE,TRUE,2022-07-23,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220723_lc08_l2sp_196025_20220723_02_t1_LST_C.tif,TRUE
704,LC08_L2SP_196024_20220723_02_T1,2022-07-23T10:21:49.382396Z,landsat-8,19.86,T1,NA,TRUE,TRUE,2022-07-23,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220723_lc08_l2sp_196024_20220723_02_t1_LST_C.tif,TRUE
701,LC08_L2SP_197025_20220730_02_T1,2022-07-30T10:28:28.837162Z,landsat-8,3.4,T1,NA,TRUE,TRUE,2022-07-30,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220730_lc08_l2sp_197025_20220730_02_t1_LST_C.tif,TRUE
702,LC08_L2SP_197024_20220730_02_T1,2022-07-30T10:28:04.950358Z,landsat-8,5.7,T1,NA,TRUE,TRUE,2022-07-30,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220730_lc08_l2sp_197024_20220730_02_t1_LST_C.tif,TRUE
695,LC09_L2SP_197025_20220807_02_T1,2022-08-07T10:28:12.517557Z,landsat-9,0.28,T1,NA,TRUE,TRUE,2022-08-07,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220807_lc09_l2sp_197025_20220807_02_t1_LST_C.tif,TRUE
696,LC09_L2SP_197024_20220807_02_T1,2022-08-07T10:27:48.639249Z,landsat-9,5.68,T1,NA,TRUE,TRUE,2022-08-07,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220807_lc09_l2sp_197024_20220807_02_t1_LST_C.tif,TRUE
694,LC08_L2SP_196024_20220808_02_T1,2022-08-08T10:21:58.839129Z,landsat-8,3.9,T1,NA,TRUE,TRUE,2022-08-08,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220808_lc08_l2sp_196024_20220808_02_t1_LST_C.tif,TRUE
690,LC09_L2SP_196025_20220816_02_T1,2022-08-16T10:22:05.793574Z,landsat-9,21.94,T1,NA,TRUE,TRUE,2022-08-16,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220816_lc09_l2sp_196025_20220816_02_t1_LST_C.tif,TRUE
691,LC09_L2SP_196024_20220816_02_T1,2022-08-16T10:21:41.911031Z,landsat-9,10.66,T1,NA,TRUE,TRUE,2022-08-16,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220816_lc09_l2sp_196024_20220816_02_t1_LST_C.tif,TRUE
684,LC09_L2SP_196024_20220901_02_T1,2022-09-01T10:21:43.798525Z,landsat-9,22.74,T1,NA,TRUE,TRUE,2022-09-01,9,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220901_lc09_l2sp_196024_20220901_02_t1_LST_C.tif,TRUE
580,LC09_L2SP_197025_20230404_02_T1,2023-04-04T10:28:01.711395Z,landsat-9,1.83,T1,NA,TRUE,TRUE,2023-04-04,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230404_lc09_l2sp_197025_20230404_02_t1_LST_C.tif,TRUE
581,LC09_L2SP_197024_20230404_02_T1,2023-04-04T10:27:37.828851Z,landsat-9,0.61,T1,NA,TRUE,TRUE,2023-04-04,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230404_lc09_l2sp_197024_20230404_02_t1_LST_C.tif,TRUE
578,LC08_L2SP_196025_20230405_02_T1,2023-04-05T10:21:35.380497Z,landsat-8,2.46,T1,NA,TRUE,TRUE,2023-04-05,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230405_lc08_l2sp_196025_20230405_02_t1_LST_C.tif,TRUE
579,LC08_L2SP_196024_20230405_02_T1,2023-04-05T10:21:11.502167Z,landsat-8,6.71,T1,NA,TRUE,TRUE,2023-04-05,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230405_lc08_l2sp_196024_20230405_02_t1_LST_C.tif,TRUE
551,LC08_L2SP_197024_20230514_02_T1,2023-05-14T10:26:57.495096Z,landsat-8,21.32,T1,NA,TRUE,TRUE,2023-05-14,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230514_lc08_l2sp_197024_20230514_02_t1_LST_C.tif,TRUE
539,LC08_L2SP_197025_20230530_02_T1,2023-05-30T10:27:22.997817Z,landsat-8,1.64,T1,NA,TRUE,TRUE,2023-05-30,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230530_lc08_l2sp_197025_20230530_02_t1_LST_C.tif,TRUE
540,LC08_L2SP_197024_20230530_02_T1,2023-05-30T10:26:59.111012Z,landsat-8,13.22,T1,NA,TRUE,TRUE,2023-05-30,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230530_lc08_l2sp_197024_20230530_02_t1_LST_C.tif,TRUE
537,LC09_L2SP_196025_20230531_02_T1,2023-05-31T10:21:22.102881Z,landsat-9,0.02,T1,NA,TRUE,TRUE,2023-05-31,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230531_lc09_l2sp_196025_20230531_02_t1_LST_C.tif,TRUE
538,LC09_L2SP_196024_20230531_02_T1,2023-05-31T10:20:58.224574Z,landsat-9,4.77,T1,NA,TRUE,TRUE,2023-05-31,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230531_lc09_l2sp_196024_20230531_02_t1_LST_C.tif,TRUE
531,LC08_L2SP_196025_20230608_02_T1,2023-06-08T10:21:17.718349Z,landsat-8,23.51,T1,NA,TRUE,TRUE,2023-06-08,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230608_lc08_l2sp_196025_20230608_02_t1_LST_C.tif,TRUE
528,LC08_L2SP_197025_20230615_02_T1,2023-06-15T10:27:31.960987Z,landsat-8,18.12,T1,NA,TRUE,TRUE,2023-06-15,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230615_lc08_l2sp_197025_20230615_02_t1_LST_C.tif,TRUE
529,LC08_L2SP_197024_20230615_02_T1,2023-06-15T10:27:08.074183Z,landsat-8,24,T1,NA,TRUE,TRUE,2023-06-15,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230615_lc08_l2sp_197024_20230615_02_t1_LST_C.tif,TRUE
526,LC09_L2SP_196025_20230616_02_T1,2023-06-16T10:21:12.529358Z,landsat-9,19.8,T1,NA,TRUE,TRUE,2023-06-16,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230616_lc09_l2sp_196025_20230616_02_t1_LST_C.tif,TRUE
527,LC09_L2SP_196024_20230616_02_T1,2023-06-16T10:20:48.646814Z,landsat-9,28.32,T1,NA,TRUE,TRUE,2023-06-16,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230616_lc09_l2sp_196024_20230616_02_t1_LST_C.tif,TRUE
522,LC09_L2SP_197025_20230623_02_T1,2023-06-23T10:27:23.685541Z,landsat-9,15.67,T1,NA,TRUE,TRUE,2023-06-23,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230623_lc09_l2sp_197025_20230623_02_t1_LST_C.tif,TRUE
523,LC09_L2SP_197024_20230623_02_T1,2023-06-23T10:26:59.794526Z,landsat-9,20.33,T1,NA,TRUE,TRUE,2023-06-23,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230623_lc09_l2sp_197024_20230623_02_t1_LST_C.tif,TRUE
518,LC08_L2SP_196025_20230624_02_T1,2023-06-24T10:21:23.530370Z,landsat-8,17.95,T1,NA,TRUE,TRUE,2023-06-24,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230624_lc08_l2sp_196025_20230624_02_t1_LST_C.tif,TRUE
519,LC08_L2SP_196024_20230624_02_T1,2023-06-24T10:20:59.647802Z,landsat-8,20.85,T1,NA,TRUE,TRUE,2023-06-24,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230624_lc08_l2sp_196024_20230624_02_t1_LST_C.tif,TRUE
513,LC09_L2SP_197024_20230709_02_T1,2023-07-09T10:27:14.799562Z,landsat-9,4.58,T1,NA,TRUE,TRUE,2023-07-09,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230709_lc09_l2sp_197024_20230709_02_t1_LST_C.tif,TRUE
486,LC09_L2SP_197025_20230810_02_T1,2023-08-10T10:27:50.720541Z,landsat-9,0.01,T1,NA,TRUE,TRUE,2023-08-10,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230810_lc09_l2sp_197025_20230810_02_t1_LST_C.tif,TRUE
484,LC08_L2SP_196025_20230811_02_T1,2023-08-11T10:21:45.053169Z,landsat-8,0.74,T1,NA,TRUE,TRUE,2023-08-11,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230811_lc08_l2sp_196025_20230811_02_t1_LST_C.tif,TRUE
485,LC08_L2SP_196024_20230811_02_T1,2023-08-11T10:21:21.166365Z,landsat-8,0.07,T1,NA,TRUE,TRUE,2023-08-11,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230811_lc08_l2sp_196024_20230811_02_t1_LST_C.tif,TRUE
480,LC08_L2SP_197025_20230818_02_T1,2023-08-18T10:28:01.641922Z,landsat-8,19.98,T1,NA,TRUE,TRUE,2023-08-18,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230818_lc08_l2sp_197025_20230818_02_t1_LST_C.tif,TRUE
465,LC09_L2SP_196025_20230904_02_T1,2023-09-04T10:21:52.062006Z,landsat-9,0.17,T1,NA,TRUE,TRUE,2023-09-04,9,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230904_lc09_l2sp_196025_20230904_02_t1_LST_C.tif,TRUE
466,LC09_L2SP_196024_20230904_02_T1,2023-09-04T10:21:28.179462Z,landsat-9,0.35,T1,NA,TRUE,TRUE,2023-09-04,9,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230904_lc09_l2sp_196024_20230904_02_t1_LST_C.tif,TRUE
461,LC09_L2SP_197025_20230911_02_T1,2023-09-11T10:28:07.916366Z,landsat-9,6.07,T1,NA,TRUE,TRUE,2023-09-11,9,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230911_lc09_l2sp_197025_20230911_02_t1_LST_C.tif,TRUE
462,LC09_L2SP_197024_20230911_02_T1,2023-09-11T10:27:44.033823Z,landsat-9,0.87,T1,NA,TRUE,TRUE,2023-09-11,9,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230911_lc09_l2sp_197024_20230911_02_t1_LST_C.tif,TRUE
448,LC08_L2SP_196025_20230928_02_T1,2023-09-28T10:22:00.706247Z,landsat-8,21.27,T1,NA,TRUE,TRUE,2023-09-28,9,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230928_lc08_l2sp_196025_20230928_02_t1_LST_C.tif,TRUE
348,LC09_L2SP_196025_20240415_02_T1,2024-04-15T10:21:46.643490Z,landsat-9,28.03,T1,NA,TRUE,TRUE,2024-04-15,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240415_lc09_l2sp_196025_20240415_02_t1_LST_C.tif,TRUE
344,LC08_L2SP_196025_20240423_02_T1,2024-04-23T10:21:21.260906Z,landsat-8,27.77,T1,NA,TRUE,TRUE,2024-04-23,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240423_lc08_l2sp_196025_20240423_02_t1_LST_C.tif,TRUE
341,LC09_L2SP_196025_20240501_02_T1,2024-05-01T10:21:29.946301Z,landsat-9,18.12,T1,NA,TRUE,TRUE,2024-05-01,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240501_lc09_l2sp_196025_20240501_02_t1_LST_C.tif,TRUE
342,LC09_L2SP_196024_20240501_02_T1,2024-05-01T10:21:06.063758Z,landsat-9,11.03,T1,NA,TRUE,TRUE,2024-05-01,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240501_lc09_l2sp_196024_20240501_02_t1_LST_C.tif,TRUE
337,LC08_L2SP_196025_20240509_02_T1,2024-05-09T10:21:10.121532Z,landsat-8,15.12,T1,NA,TRUE,TRUE,2024-05-09,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240509_lc08_l2sp_196025_20240509_02_t1_LST_C.tif,TRUE
338,LC08_L2SP_196024_20240509_02_T1,2024-05-09T10:20:46.243199Z,landsat-8,19.09,T1,NA,TRUE,TRUE,2024-05-09,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240509_lc08_l2sp_196024_20240509_02_t1_LST_C.tif,TRUE
323,LC09_L2SP_197025_20240609_02_T1,2024-06-09T10:27:24.097345Z,landsat-9,9.14,T1,NA,TRUE,TRUE,2024-06-09,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240609_lc09_l2sp_197025_20240609_02_t1_LST_C.tif,TRUE
324,LC09_L2SP_197024_20240609_02_T1,2024-06-09T10:27:00.223274Z,landsat-9,29.56,T1,NA,TRUE,TRUE,2024-06-09,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240609_lc09_l2sp_197024_20240609_02_t1_LST_C.tif,TRUE
315,LC09_L2SP_197025_20240625_02_T1,2024-06-25T10:27:07.239632Z,landsat-9,0.68,T1,NA,TRUE,TRUE,2024-06-25,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240625_lc09_l2sp_197025_20240625_02_t1_LST_C.tif,TRUE
316,LC09_L2SP_197024_20240625_02_T1,2024-06-25T10:26:43.365561Z,landsat-9,1.81,T1,NA,TRUE,TRUE,2024-06-25,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240625_lc09_l2sp_197024_20240625_02_t1_LST_C.tif,TRUE
313,LC08_L2SP_196025_20240626_02_T1,2024-06-26T10:21:10.137345Z,landsat-8,4.06,T1,NA,TRUE,TRUE,2024-06-26,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240626_lc08_l2sp_196025_20240626_02_t1_LST_C.tif,TRUE
314,LC08_L2SP_196024_20240626_02_T1,2024-06-26T10:20:46.250541Z,landsat-8,1.23,T1,NA,TRUE,TRUE,2024-06-26,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240626_lc08_l2sp_196024_20240626_02_t1_LST_C.tif,TRUE
301,LC09_L2SP_196025_20240720_02_T1,2024-07-20T10:21:20.686730Z,landsat-9,3.12,T1,NA,TRUE,TRUE,2024-07-20,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240720_lc09_l2sp_196025_20240720_02_t1_LST_C.tif,TRUE
302,LC09_L2SP_196024_20240720_02_T1,2024-07-20T10:20:56.804186Z,landsat-9,3.68,T1,NA,TRUE,TRUE,2024-07-20,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240720_lc09_l2sp_196024_20240720_02_t1_LST_C.tif,TRUE
297,LC08_L2SP_196025_20240728_02_T1,2024-07-28T10:21:30.909448Z,landsat-8,24.46,T1,NA,TRUE,TRUE,2024-07-28,7,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240728_lc08_l2sp_196025_20240728_02_t1_LST_C.tif,TRUE
293,LC09_L2SP_196025_20240805_02_T1,2024-08-05T10:21:24.336506Z,landsat-9,24.99,T1,NA,TRUE,TRUE,2024-08-05,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240805_lc09_l2sp_196025_20240805_02_t1_LST_C.tif,TRUE
291,LC09_L2SP_197025_20240812_02_T1,2024-08-12T10:27:39.506968Z,landsat-9,6.36,T1,NA,TRUE,TRUE,2024-08-12,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240812_lc09_l2sp_197025_20240812_02_t1_LST_C.tif,TRUE
292,LC09_L2SP_197024_20240812_02_T1,2024-08-12T10:27:15.615953Z,landsat-9,13.18,T1,NA,TRUE,TRUE,2024-08-12,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240812_lc09_l2sp_197024_20240812_02_t1_LST_C.tif,TRUE
289,LC08_L2SP_196025_20240813_02_T1,2024-08-13T10:21:32.310218Z,landsat-8,1.67,T1,NA,TRUE,TRUE,2024-08-13,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240813_lc08_l2sp_196025_20240813_02_t1_LST_C.tif,TRUE
290,LC08_L2SP_196024_20240813_02_T1,2024-08-13T10:21:08.423414Z,landsat-8,2.32,T1,NA,TRUE,TRUE,2024-08-13,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240813_lc08_l2sp_196024_20240813_02_t1_LST_C.tif,TRUE
287,LC08_L2SP_197025_20240820_02_T1,2024-08-20T10:27:49.254347Z,landsat-8,5.28,T1,NA,TRUE,TRUE,2024-08-20,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240820_lc08_l2sp_197025_20240820_02_t1_LST_C.tif,TRUE
288,LC08_L2SP_197024_20240820_02_T1,2024-08-20T10:27:25.376014Z,landsat-8,12.6,T1,NA,TRUE,TRUE,2024-08-20,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240820_lc08_l2sp_197024_20240820_02_t1_LST_C.tif,TRUE
283,LC09_L2SP_197025_20240828_02_T1,2024-08-28T10:27:51.213951Z,landsat-9,0.01,T1,NA,TRUE,TRUE,2024-08-28,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240828_lc09_l2sp_197025_20240828_02_t1_LST_C.tif,TRUE
284,LC09_L2SP_197024_20240828_02_T1,2024-08-28T10:27:27.327172Z,landsat-9,0.07,T1,NA,TRUE,TRUE,2024-08-28,8,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240828_lc09_l2sp_197024_20240828_02_t1_LST_C.tif,TRUE
