idx,id,datetime,platform,cloud,collection_category,processing_level,has_lwir11,has_qa_pixel,date,month,out_file,out_exists
565,LC08_L2SP_196025_20230421_02_T1,2023-04-21T10:21:24.446097Z,landsat-8,36.06,T1,NA,TRUE,TRUE,2023-04-21,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230421_lc08_l2sp_196025_20230421_02_t1_LST_C.tif,FALSE
566,LC08_L2SP_196024_20230421_02_T1,2023-04-21T10:21:00.567765Z,landsat-8,60.66,T1,NA,TRUE,TRUE,2023-04-21,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230421_lc08_l2sp_196024_20230421_02_t1_LST_C.tif,FALSE
567,LC09_L2SP_197025_20230420_02_T2,2023-04-20T10:27:55.514212Z,landsat-9,99.95,T2,NA,TRUE,TRUE,2023-04-20,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230420_lc09_l2sp_197025_20230420_02_t2_LST_C.tif,FALSE
568,LC09_L2SP_197024_20230420_02_T2,2023-04-20T10:27:31.635905Z,landsat-9,92.08,T2,NA,TRUE,TRUE,2023-04-20,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230420_lc09_l2sp_197024_20230420_02_t2_LST_C.tif,FALSE
569,LE07_L2SP_197025_20230419_02_T1,2023-04-19T08:27:21.454509Z,landsat-7,55,T1,NA,FALSE,TRUE,2023-04-19,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230419_le07_l2sp_197025_20230419_02_t1_LST_C.tif,FALSE
570,LE07_L2SP_197024_20230419_02_T1,2023-04-19T08:26:57.622033Z,landsat-7,3,T1,NA,FALSE,TRUE,2023-04-19,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230419_le07_l2sp_197024_20230419_02_t1_LST_C.tif,FALSE
571,LE07_L2SP_196025_20230414_02_T1,2023-04-14T08:23:15.555911Z,landsat-7,2,T1,NA,FALSE,TRUE,2023-04-14,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230414_le07_l2sp_196025_20230414_02_t1_LST_C.tif,FALSE
572,LE07_L2SP_196024_20230414_02_T1,2023-04-14T08:22:51.722734Z,landsat-7,4,T1,NA,FALSE,TRUE,2023-04-14,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230414_le07_l2sp_196024_20230414_02_t1_LST_C.tif,FALSE
573,LC09_L2SP_196025_20230413_02_T1,2023-04-13T10:21:45.433736Z,landsat-9,85.03,T1,NA,TRUE,TRUE,2023-04-13,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230413_lc09_l2sp_196025_20230413_02_t1_LST_C.tif,FALSE
574,LC09_L2SP_196024_20230413_02_T1,2023-04-13T10:21:21.555429Z,landsat-9,83.68,T1,NA,TRUE,TRUE,2023-04-13,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230413_lc09_l2sp_196024_20230413_02_t1_LST_C.tif,FALSE
575,LC08_L2SP_197025_20230412_02_T2,2023-04-12T10:27:38.138525Z,landsat-8,96.36,T2,NA,TRUE,TRUE,2023-04-12,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230412_lc08_l2sp_197025_20230412_02_t2_LST_C.tif,FALSE
576,LC08_L2SP_197024_20230412_02_T2,2023-04-12T10:27:14.260193Z,landsat-8,95.46,T2,NA,TRUE,TRUE,2023-04-12,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230412_lc08_l2sp_197024_20230412_02_t2_LST_C.tif,FALSE
577,LE07_L2SP_195025_20230409_02_T1,2023-04-09T08:19:07.152792Z,landsat-7,40,T1,NA,FALSE,TRUE,2023-04-09,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230409_le07_l2sp_195025_20230409_02_t1_LST_C.tif,FALSE
578,LC08_L2SP_196025_20230405_02_T1,2023-04-05T10:21:35.380497Z,landsat-8,2.46,T1,NA,TRUE,TRUE,2023-04-05,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230405_lc08_l2sp_196025_20230405_02_t1_LST_C.tif,TRUE
